Book_Title,Original_Book_Title,Author_Name,Edition_Language,Rating_score,Rating_votes,Review_number,Year_published,Genres,url
One Fell Sweep,English,Ilona Andrews,English,4.47,22381,1755,2016,"{'Fantasy': 966, 'Fantasy (Urban Fantasy) ': 944, 'Fantasy (Paranormal) ': 399, 'Romance': 366, 'Paranormal (Vampires) ': 287, 'Science Fiction': 284, 'Fantasy (Magic) ': 278, 'Science Fiction (Aliens) ': 132, 'Romance (Paranormal Romance) ': 129, 'Shapeshifters (Werewolves) ': 109}",https://www.goodreads.com/book/show/28756485-one-fell-sweep
The Fate of Ten,The Fate of Ten,Pittacus Lore,English,4.31,30174,2350,2015,"{'Young Adult': 458, 'Fantasy': 335, 'Science Fiction': 301, 'Fiction': 137, 'Science Fiction (Aliens) ': 132, 'Adventure': 58, 'Fantasy (Paranormal) ': 39, 'Science Fiction (Dystopia) ': 34, 'Action': 32, 'Audiobook': 31}",https://www.goodreads.com/book/show/24488476-the-fate-of-ten
Slaughterhouse-Five,"Slaughterhouse-Five, or The Children's Crusade: A Duty-Dance with Death ",Kurt Vonnegut Jr.,English,4.08,1156896,27727,1969,"{'Classics': 13516, 'Fiction': 12409, 'Science Fiction': 5351, 'War': 1884, 'Historical (Historical Fiction) ': 1700, 'Literature': 1533, 'Novels': 1024, 'Science Fiction (Time Travel) ': 746, 'Literature (American) ': 658, 'Fantasy': 625}",https://www.goodreads.com/book/show/4981.Slaughterhouse_Five
Lauren's Barbarian,Lauren's Barbarian,Ruby Dixon,English,4.05,5836,436,2017,"{'Science Fiction (Aliens) ': 129, 'Romance': 113, 'Science Fiction': 106, 'Fantasy': 46, 'Romance (Science Fiction Romance) ': 37, 'Fantasy (Paranormal) ': 33, 'Romance (Paranormal Romance) ': 30, 'Adult Fiction (Erotica) ': 29, 'Adult': 19, 'Audiobook': 12}",https://www.goodreads.com/book/show/36383830-lauren-s-barbarian
Fortune's Pawn,Fortune's Pawn,Rachel Bach,English,3.95,13771,1713,2013,"{'Science Fiction': 986, 'Romance': 304, 'Space (Space Opera) ': 232, 'Fiction': 155, 'Science Fiction (Aliens) ': 128, 'Space': 97, 'Fantasy': 77, 'Adult': 77, 'Adventure': 56, 'Science Fiction Fantasy': 54}",https://www.goodreads.com/book/show/15790894-fortune-s-pawn
Ultraviolet,Touching Indigo,R.J. Anderson,English,3.75,9195,1531,2011,"{'Young Adult': 571, 'Science Fiction': 362, 'Fantasy (Paranormal) ': 262, 'Fantasy': 233, 'Mystery': 139, 'Science Fiction (Aliens) ': 129, 'Romance': 102, 'Fiction': 89, 'Fantasy (Supernatural) ': 47, 'Contemporary': 45}",https://www.goodreads.com/book/show/8843789-ultraviolet
Captive of the Horde King,Captive of the Horde King,Zoey Draven,English,4.07,6428,699,2019,"{'Romance': 135, 'Science Fiction (Aliens) ': 128, 'Fantasy': 119, 'Science Fiction': 112, 'Fantasy (Paranormal) ': 68, 'Romance (Paranormal Romance) ': 29, 'Romance (Science Fiction Romance) ': 29, 'Adult': 23, 'Adult Fiction (Erotica) ': 21, 'Romance (Fantasy Romance) ': 15}",https://www.goodreads.com/book/show/44571879-captive-of-the-horde-king
Aurora Rising,Aurora Rising,Amie Kaufman,English,4.16,35422,7427,2019,"{'Science Fiction': 1810, 'Young Adult': 1321, 'Fantasy': 674, 'Fiction': 218, 'Romance': 195, 'Audiobook': 178, 'Space': 171, 'Adventure': 134, 'Science Fiction (Aliens) ': 128, 'Space (Space Opera) ': 91}",https://www.goodreads.com/book/show/30075662-aurora-rising
Barbarian's Taming,Barbarian's Taming,Ruby Dixon,English,4.17,5030,411,2016,"{'Romance': 136, 'Science Fiction (Aliens) ': 128, 'Science Fiction': 111, 'Romance (Science Fiction Romance) ': 39, 'Adult Fiction (Erotica) ': 37, 'Fantasy (Paranormal) ': 33, 'Fantasy': 31, 'Romance (Paranormal Romance) ': 31, 'Adult': 27, 'Audiobook': 11}",https://www.goodreads.com/book/show/31818909-barbarian-s-taming
Born of Night,Born of the Night,Sherrilyn Kenyon,English,4.19,25419,1632,1995,"{'Romance': 718, 'Romance (Paranormal Romance) ': 459, 'Science Fiction': 393, 'Fantasy': 391, 'Fantasy (Paranormal) ': 388, 'Science Fiction (Aliens) ': 128, 'Adult': 122, 'Fantasy (Urban Fantasy) ': 93, 'Fiction': 92, 'Futuristic': 91}",https://www.goodreads.com/book/show/2992061-born-of-night
The Taking,The Taking,Kimberly Derting,English,3.78,6169,971,2014,"{'Young Adult': 309, 'Science Fiction': 181, 'Science Fiction (Aliens) ': 124, 'Romance': 117, 'Fantasy (Paranormal) ': 116, 'Fantasy': 108, 'Mystery': 58, 'Fantasy (Supernatural) ': 25, 'Fiction': 24, 'Thriller': 22}",https://www.goodreads.com/book/show/17838475-the-taking
Old Man's War,Old Man's War,John Scalzi,English,4.21,168390,9719,2005,"{'Science Fiction': 5012, 'Fiction': 1428, 'Space (Space Opera) ': 413, 'War (Military Fiction) ': 308, 'Science Fiction Fantasy': 296, 'War': 276, 'Space': 215, 'Audiobook': 177, 'Fantasy': 144, 'Adventure': 131}",https://www.goodreads.com/book/show/36510196-old-man-s-war
Ruth's Bonded,B011CCEH1W,V.C. Lancaster,English,3.9,2735,197,2015,"{'Science Fiction (Aliens) ': 123, 'Science Fiction': 102, 'Romance': 86, 'Romance (Science Fiction Romance) ': 21, 'Adult Fiction (Erotica) ': 20, 'Fantasy': 16, 'Fantasy (Paranormal) ': 12, 'Adult': 12, 'Fiction': 11, 'Romance (M F Romance) ': 9}",https://www.goodreads.com/book/show/25887352-ruth-s-bonded
Grabbed by Vicious,"
                  1419944274
                      (ISBN13: 9781419944277)
",Lolita Lopez,English,3.76,5381,354,2013,"{'Science Fiction': 158, 'Erotica (BDSM) ': 151, 'Science Fiction (Aliens) ': 123, 'Adult Fiction (Erotica) ': 122, 'Romance': 119, 'Fantasy (Paranormal) ': 55, 'Romance (Paranormal Romance) ': 44, 'Romance (Science Fiction Romance) ': 37, 'Fantasy': 36, 'War (Military Fiction) ': 21}",https://www.goodreads.com/book/show/17695124-grabbed-by-vicious
Skyward,Skyward,Brandon Sanderson,English,4.51,73702,10542,2018,"{'Science Fiction': 2460, 'Young Adult': 1501, 'Fantasy': 1380, 'Fiction': 530, 'Audiobook': 229, 'Space': 134, 'Science Fiction (Dystopia) ': 125, 'Science Fiction (Aliens) ': 122, 'Adventure': 111, 'Science Fiction Fantasy': 91}",https://www.goodreads.com/book/show/36642458-skyward
The Corsair's Captive,The Corsair's Captive,Ruby Dixon,English,3.98,3895,306,2017,"{'Science Fiction (Aliens) ': 122, 'Science Fiction': 99, 'Romance': 93, 'Romance (Science Fiction Romance) ': 28, 'Romance (Paranormal Romance) ': 25, 'Fantasy (Paranormal) ': 22, 'Fantasy': 22, 'Adventure (Pirates) ': 17, 'Adult Fiction (Erotica) ': 14, 'Fiction': 13}",https://www.goodreads.com/book/show/36209818-the-corsair-s-captive
Hunter's Claim,"
                  1311866523
                      (ISBN13: 9781311866523)
",S.E. Smith,English,3.85,5601,420,2014,"{'Romance': 129, 'Science Fiction': 127, 'Science Fiction (Aliens) ': 121, 'Fantasy (Paranormal) ': 51, 'Romance (Science Fiction Romance) ': 46, 'Romance (Paranormal Romance) ': 36, 'Fantasy': 30, 'Science Fiction (Dystopia) ': 19, 'Futuristic': 15, 'Adult': 12}",https://www.goodreads.com/book/show/20332896-hunter-s-claim
We Are the Ants,We Are the Ants,Shaun David Hutchinson,English,4.17,31723,5761,2016,"{'Young Adult': 1486, 'LGBT': 1082, 'Contemporary': 956, 'Science Fiction': 800, 'Fiction': 416, 'Health (Mental Health) ': 266, 'Romance': 259, 'GLBT (Queer) ': 234, 'Fantasy': 156, 'Mental Health (Mental Illness) ': 124}",https://www.goodreads.com/book/show/23677341-we-are-the-ants
Dark Planet Warriors: The Complete Serial,English,Anna Carven,English,4.04,4270,361,2016,"{'Science Fiction (Aliens) ': 120, 'Romance': 117, 'Science Fiction': 116, 'Romance (Science Fiction Romance) ': 43, 'Fantasy': 27, 'Fantasy (Paranormal) ': 20, 'Adult': 20, 'Romance (Paranormal Romance) ': 20, 'Adult Fiction (Erotica) ': 19, 'Futuristic': 15}",https://www.goodreads.com/book/show/30087347-dark-planet-warriors
Ice Planet Holiday,B018O3CTNA,Ruby Dixon,English,3.96,4676,350,2015,"{'Romance': 148, 'Science Fiction (Aliens) ': 120, 'Science Fiction': 108, 'Novella': 45, 'Adult Fiction (Erotica) ': 42, 'Romance (Science Fiction Romance) ': 38, 'Fantasy (Paranormal) ': 37, 'Fantasy': 36, 'Romance (Paranormal Romance) ': 32, 'Adult': 28}",https://www.goodreads.com/book/show/28002882-ice-planet-holiday
The Cage,The Cage,Megan Shepherd,English,3.65,6078,952,2015,"{'Young Adult': 303, 'Science Fiction': 232, 'Fantasy': 148, 'Science Fiction (Aliens) ': 118, 'Science Fiction (Dystopia) ': 113, 'Romance': 94, 'Fiction': 50, 'Mystery': 34, 'Fantasy (Paranormal) ': 24, 'Young Adult (Teen) ': 23}",https://www.goodreads.com/book/show/16071187-the-cage
The Rules,The Rules,Stacey Kade,English,3.94,5931,622,2013,"{'Young Adult': 261, 'Science Fiction': 156, 'Science Fiction (Aliens) ': 118, 'Romance': 100, 'Fantasy': 67, 'Fantasy (Paranormal) ': 65, 'Science Fiction (Dystopia) ': 53, 'Fiction': 20, 'Fantasy (Urban Fantasy) ': 19, 'Young Adult (High School) ': 18}",https://www.goodreads.com/book/show/11640957-the-rules
Berrr's Vow,"
                  1419929208
                      (ISBN13: 9781419929205)
",Laurann Dohner,English,4.12,7227,214,2010,"{'Romance': 119, 'Science Fiction': 119, 'Science Fiction (Aliens) ': 118, 'Fantasy (Paranormal) ': 68, 'Romance (Paranormal Romance) ': 61, 'Adult Fiction (Erotica) ': 52, 'Romance (Science Fiction Romance) ': 52, 'Fantasy': 32, 'Adult': 28, 'Romance (Erotic Romance) ': 22}",https://www.goodreads.com/book/show/9495160-berrr-s-vow
Waking Gods,Waking Gods,Sylvain Neuvel,English,4.03,36287,4299,2017,"{'Science Fiction': 1412, 'Fiction': 500, 'Audiobook': 292, 'Fantasy': 243, 'Adult': 143, 'Science Fiction (Aliens) ': 115, 'Science Fiction Fantasy': 81, 'Adult Fiction': 50, 'Science Fiction (Robots) ': 47, 'Thriller': 46}",https://www.goodreads.com/book/show/30134847-waking-gods
Dark Horse,"
                  0992455928
                      (ISBN13: 9780992455927)
",Michelle Diener,English,4.12,4826,526,2015,"{'Science Fiction': 262, 'Romance': 219, 'Science Fiction (Aliens) ': 115, 'Romance (Science Fiction Romance) ': 61, 'Space': 41, 'Space (Space Opera) ': 37, 'Fantasy': 35, 'Adult': 22, 'Futuristic': 15, 'Fiction': 13}",https://www.goodreads.com/book/show/25615831-dark-horse
The Martian Chronicles,The Martian Chronicles,Ray Bradbury,English,4.15,215947,8131,1950,"{'Science Fiction': 5478, 'Fiction': 2499, 'Classics': 1965, 'Short Stories': 1430, 'Fantasy': 554, 'Science Fiction Fantasy': 473, 'Literature (American) ': 188, 'Audiobook': 175, 'Literature': 165, 'Space': 160}",https://www.goodreads.com/book/show/76778.The_Martian_Chronicles
Cottonwood,B00BNH25ZM,R. Lee Smith,English,4.32,2048,295,2013,"{'Science Fiction (Aliens) ': 115, 'Science Fiction': 112, 'Romance': 95, 'Dark': 43, 'Fantasy': 22, 'Horror': 21, 'Adult': 17, 'Romance (Science Fiction Romance) ': 14, 'Fantasy (Paranormal) ': 10, 'Futuristic': 10}",https://www.goodreads.com/book/show/17563213-cottonwood
Found,B005VXOJ08,Evangeline Anderson,English,4.05,6669,275,2011,"{'Romance': 161, 'Science Fiction': 125, 'Science Fiction (Aliens) ': 115, 'Adult Fiction (Erotica) ': 108, 'Fantasy (Paranormal) ': 82, 'Romance (Paranormal Romance) ': 63, 'Erotica (BDSM) ': 58, 'Romance (Science Fiction Romance) ': 55, 'Fantasy': 34, 'Adult': 32}",https://www.goodreads.com/book/show/12891829-found
Tempting Rever,"
                  1419924842
                      (ISBN13: 9781419924842)
",Laurann Dohner,English,3.99,6562,186,2010,"{'Romance': 115, 'Science Fiction (Aliens) ': 114, 'Science Fiction': 110, 'Fantasy (Paranormal) ': 58, 'Romance (Paranormal Romance) ': 57, 'Romance (Science Fiction Romance) ': 45, 'Adult Fiction (Erotica) ': 42, 'Fantasy': 30, 'Adult': 24, 'Romance (Erotic Romance) ': 23}",https://www.goodreads.com/book/show/8174363-tempting-rever
The Ask and the Answer,The Ask and the Answer,Patrick Ness,English,4.19,77899,6865,2009,"{'Young Adult': 2051, 'Science Fiction': 1067, 'Science Fiction (Dystopia) ': 1061, 'Fantasy': 771, 'Fiction': 570, 'Adventure': 195, 'Young Adult (Teen) ': 135, 'Science Fiction (Aliens) ': 113, 'Romance': 112, 'War': 106}",https://www.goodreads.com/book/show/20758103-the-ask-and-the-answer
The Tommyknockers,The Tommyknockers,Stephen King,English,3.56,127951,2812,1987,"{'Horror': 3366, 'Fiction': 1065, 'Science Fiction': 505, 'Thriller': 195, 'Fantasy': 137, 'Science Fiction (Aliens) ': 113, 'Fantasy (Supernatural) ': 78, 'Fantasy (Paranormal) ': 73, 'Suspense': 68, 'Adult': 55}",https://www.goodreads.com/book/show/17660.The_Tommyknockers
United as One,United as One,Pittacus Lore,English,4.31,24532,2077,2016,"{'Young Adult': 389, 'Fantasy': 290, 'Science Fiction': 267, 'Science Fiction (Aliens) ': 112, 'Fiction': 100, 'Adventure': 44, 'Audiobook': 36, 'Young Adult (Teen) ': 34, 'Science Fiction (Dystopia) ': 33, 'Fantasy (Paranormal) ': 31}",https://www.goodreads.com/book/show/27161189-united-as-one
"Saga, Vol. 2","Saga, Volume Two",Brian K. Vaughan,English,4.52,93038,6969,2013,"{'Sequential Art (Comics) ': 3920, 'Science Fiction': 1646, 'Fiction': 720, 'Graphic Novels Comics': 667, 'Adult': 437, 'Comics (Comic Book) ': 352, 'Romance': 335, 'Sequential Art (Graphic Novels) ': 233, 'Adventure': 209, 'Space (Space Opera) ': 145}",https://www.goodreads.com/book/show/17131869-saga-vol-2
Bay's Mercenary,B00D4KG0DE,C.L. Scholey,French,3.74,3451,157,2013,"{'Science Fiction (Aliens) ': 112, 'Science Fiction': 92, 'Romance': 75, 'Adult Fiction (Erotica) ': 39, 'Romance (Science Fiction Romance) ': 34, 'Fantasy (Paranormal) ': 27, 'Fantasy': 25, 'Futuristic': 15, 'Romance (Paranormal Romance) ': 12, 'Space': 11}",https://www.goodreads.com/book/show/18042870-bay-s-mercenary
Enslave Me Sweetly,Enslave Me Sweetly,Gena Showalter,English,4.15,6491,257,2006,"{'Romance (Paranormal Romance) ': 240, 'Romance': 171, 'Fantasy (Paranormal) ': 159, 'Science Fiction (Aliens) ': 112, 'Science Fiction': 81, 'Fantasy': 75, 'Fantasy (Urban Fantasy) ': 39, 'Adult': 28, 'Futuristic': 22, 'Fantasy (Supernatural) ': 18}",https://www.goodreads.com/book/show/343285.Enslave_Me_Sweetly
The Melier,English,Poppy Rhys,English,3.89,2775,244,2015,"{'Science Fiction (Aliens) ': 111, 'Science Fiction': 92, 'Romance': 70, 'Adult Fiction (Erotica) ': 31, 'Romance (Science Fiction Romance) ': 24, 'Adult': 11, 'Fantasy': 10, 'Futuristic': 9, 'Romance (Paranormal Romance) ': 9, 'Humor': 9}",https://www.goodreads.com/book/show/36794521-the-melier
Prison Planet Barbarian,B071HL73K8,Ruby Dixon,English,4,3621,303,2017,"{'Science Fiction (Aliens) ': 110, 'Science Fiction': 88, 'Romance': 81, 'Romance (Science Fiction Romance) ': 27, 'Romance (Paranormal Romance) ': 26, 'Fantasy (Paranormal) ': 24, 'Fantasy': 22, 'Adult Fiction (Erotica) ': 22, 'Novella': 14, 'Romance (M F Romance) ': 11}",https://www.goodreads.com/book/show/35017870-prison-planet-barbarian
The Sparrow,The Sparrow,Mary Doria Russell,English,4.12,66205,7409,1996,"{'Science Fiction': 2292, 'Fiction': 1592, 'Fantasy': 392, 'Religion': 337, 'Science Fiction Fantasy': 253, 'Speculative Fiction': 130, 'Science Fiction (Aliens) ': 110, 'Adult': 97, 'Book Club': 96, 'Novels': 88}",https://www.goodreads.com/book/show/334176.The_Sparrow
Dreamcatcher,Dreamcatcher,Stephen King,English,3.63,154284,2679,2001,"{'Horror': 3062, 'Fiction': 1006, 'Science Fiction': 439, 'Thriller': 264, 'Fantasy': 226, 'Science Fiction (Aliens) ': 110, 'Fantasy (Supernatural) ': 92, 'Mystery': 81, 'Fantasy (Paranormal) ': 79, 'Suspense': 66}",https://www.goodreads.com/book/show/11570.Dreamcatcher
Barbarian's Redemption,B01N6ZKJQZ,Ruby Dixon,English,4.25,3982,352,2017,"{'Romance': 111, 'Science Fiction (Aliens) ': 108, 'Science Fiction': 85, 'Romance (Science Fiction Romance) ': 42, 'Fantasy (Paranormal) ': 30, 'Fantasy': 27, 'Romance (Paranormal Romance) ': 24, 'Adult Fiction (Erotica) ': 24, 'Adult': 17, 'Fiction': 10}",https://www.goodreads.com/book/show/34184104-barbarian-s-redemption
Seduce the Darkness,Seduce the Darkness,Gena Showalter,English,4.33,7437,249,2009,"{'Romance (Paranormal Romance) ': 257, 'Fantasy (Paranormal) ': 168, 'Romance': 146, 'Science Fiction (Aliens) ': 108, 'Paranormal (Vampires) ': 75, 'Fantasy': 70, 'Science Fiction': 59, 'Fantasy (Urban Fantasy) ': 34, 'Adult': 29, 'Futuristic': 23}",https://www.goodreads.com/book/show/5576130-seduce-the-darkness
The Demon's Possession: Scifi Paranormal Romance,Demon's Possession,Kiersten Fay,None,3.93,4437,456,2011,"{'Science Fiction': 171, 'Romance': 162, 'Fantasy (Paranormal) ': 114, 'Science Fiction (Aliens) ': 107, 'Paranormal (Demons) ': 104, 'Romance (Paranormal Romance) ': 102, 'Fantasy': 80, 'Romance (Science Fiction Romance) ': 61, 'Adult Fiction (Erotica) ': 44, 'Adult': 34}",https://www.goodreads.com/book/show/53510771-the-demon-s-possession
"Saga, Vol. 3","Saga, Volume Three",Brian K. Vaughan,English,4.51,80515,5291,2014,"{'Sequential Art (Graphic Novels) ': 5001, 'Sequential Art (Comics) ': 3694, 'Fantasy': 2159, 'Science Fiction': 1440, 'Fiction': 655, 'Graphic Novels Comics': 595, 'Adult': 391, 'Comics (Comic Book) ': 301, 'Romance': 264, 'Adventure': 173}",https://www.goodreads.com/book/show/19358975-saga-vol-3
Dark Space,Dark Space,Lisa Henry,English,4.06,3886,697,2012,"{'Romance (M M Romance) ': 394, 'Science Fiction': 369, 'Romance': 189, 'Science Fiction (Aliens) ': 106, 'War (Military Fiction) ': 101, 'LGBT': 73, 'Fantasy': 53, 'Gay Romance (Gay For You) ': 49, 'Dark': 38, 'Adult Fiction (Erotica) ': 38}",https://www.goodreads.com/book/show/16174363-dark-space
Rush,Rush,Eve Silver,English,3.89,5237,713,2013,"{'Young Adult': 251, 'Science Fiction': 180, 'Fantasy': 108, 'Science Fiction (Aliens) ': 106, 'Romance': 72, 'Science Fiction (Dystopia) ': 57, 'Fantasy (Paranormal) ': 36, 'Action': 26, 'Adventure': 24, 'Fiction': 24}",https://www.goodreads.com/book/show/13571953-rush
Grimspace,Grimspace,Ann Aguirre,English,3.75,14531,1537,2008,"{'Science Fiction': 1113, 'Romance': 407, 'Fantasy': 207, 'Space (Space Opera) ': 181, 'Fiction': 139, 'Fantasy (Urban Fantasy) ': 120, 'Space': 112, 'Adult': 107, 'Science Fiction (Aliens) ': 106, 'Adventure': 71}",https://www.goodreads.com/book/show/1828067.Grimspace
Xenocide,Xenocide,Orson Scott Card,English,3.8,144422,3903,1991,"{'Science Fiction': 3625, 'Fiction': 1335, 'Fantasy': 426, 'Science Fiction Fantasy': 353, 'Young Adult': 207, 'Audiobook': 113, 'Space': 106, 'Science Fiction (Aliens) ': 106, 'Novels': 89, 'Space (Space Opera) ': 74}",https://www.goodreads.com/book/show/8648.Xenocide
Veronica's Dragon,B07D8LV5BG,Ruby Dixon,English,4.2,3998,336,2018,"{'Science Fiction (Aliens) ': 105, 'Romance': 86, 'Science Fiction': 76, 'Fantasy (Dragons) ': 73, 'Fantasy': 41, 'Paranormal (Shapeshifters) ': 38, 'Fantasy (Paranormal) ': 35, 'Romance (Paranormal Romance) ': 34, 'Romance (Science Fiction Romance) ': 29, 'Adult Fiction (Erotica) ': 20}",https://www.goodreads.com/book/show/40202603-veronica-s-dragon
Barbarian's Heart,Barbarian's Heart,Ruby Dixon,English,4.07,4339,368,2016,"{'Romance': 121, 'Science Fiction (Aliens) ': 105, 'Science Fiction': 86, 'Romance (Science Fiction Romance) ': 35, 'Adult Fiction (Erotica) ': 32, 'Fantasy': 29, 'Fantasy (Paranormal) ': 26, 'Romance (Paranormal Romance) ': 26, 'Adult': 23, 'Romance (M F Romance) ': 11}",https://www.goodreads.com/book/show/32602258-barbarian-s-heart
Ecstasy in Darkness,Ecstasy in Darkness,Gena Showalter,English,4.33,6921,285,2010,"{'Romance (Paranormal Romance) ': 238, 'Fantasy (Paranormal) ': 159, 'Romance': 150, 'Science Fiction (Aliens) ': 105, 'Paranormal (Vampires) ': 70, 'Fantasy': 62, 'Science Fiction': 46, 'Fantasy (Urban Fantasy) ': 36, 'Adult': 23, 'Futuristic': 21}",https://www.goodreads.com/book/show/7841522-ecstasy-in-darkness
Strange Love,Strange Love,Ann Aguirre,English,3.97,2234,499,2020,"{'Romance': 209, 'Science Fiction': 115, 'Science Fiction (Aliens) ': 103, 'Romance (Science Fiction Romance) ': 28, 'Adult': 20, 'Fiction': 20, 'Fantasy': 17, 'Romance (M F Romance) ': 9, 'Fantasy (Paranormal) ': 9, 'Humor': 9}",https://www.goodreads.com/book/show/48915429-strange-love
Winter,Winter,Marissa Meyer,English,4.43,205873,25207,2015,"{'Fantasy': 5270, 'Young Adult': 5010, 'Science Fiction': 3078, 'Romance': 1973, 'Retellings': 1544, 'Science Fiction (Dystopia) ': 1215, 'Fiction': 909, 'Fantasy (Fairy Tales) ': 791, 'Audiobook': 594, 'Adventure': 486}",https://www.goodreads.com/book/show/13206900-winter
Alien Mate,"Alien Mate (Alien Mate, #1)",Eve Langlais,English,3.58,3559,208,2010,"{'Science Fiction': 107, 'Science Fiction (Aliens) ': 103, 'Romance': 101, 'Adult Fiction (Erotica) ': 78, 'Fantasy (Paranormal) ': 48, 'Romance (Paranormal Romance) ': 29, 'Romance (Science Fiction Romance) ': 29, 'Fantasy': 26, 'Adult': 14, 'Futuristic': 13}",https://www.goodreads.com/book/show/29778960-alien-mate
